Number,Protocol,Source MAC,Destination MAC,Source IP,Destination IP,Data Length (bytes)
1,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,74.125.133.189,172.16.29.3,106
2,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,74.125.133.189,54
3,UDP,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,192.168.100.4,87
4,UDP,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,192.168.100.4,172.16.29.3,103
5,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,66
6,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,66
7,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,54
8,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,643
9,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,66
10,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,66
11,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,54
12,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,60
13,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,643
14,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,266
15,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,60
16,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,266
17,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,118
18,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,118
19,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,140
20,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,140
21,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,1354
22,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,595
23,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,207
24,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,1098
25,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,618
26,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,618
27,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,85
28,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,54
29,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,85
30,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,85
31,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,85
32,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,60
33,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,60
34,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,60
35,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,60
36,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,60
37,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,60
38,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,54
39,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,687
40,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,476
41,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,54
42,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,93
43,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,93
44,UDP,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,192.168.100.4,80
45,UDP,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,192.168.100.4,80
46,UDP,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,192.168.100.4,172.16.29.3,126
47,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,74.125.133.189,172.16.29.3,483
48,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.227,66
49,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,60
50,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,74.125.133.189,54
51,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,535
52,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.227,172.16.29.3,66
53,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.227,54
54,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,85
55,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,54
56,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.227,636
57,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,93
58,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,93
59,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,264
60,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,217
61,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,60
62,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,93
63,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,66
64,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,60
65,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.227,172.16.29.3,60
66,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.227,172.16.29.3,60
67,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.227,172.16.29.3,266
68,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.227,118
69,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.227,140
70,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.227,296
71,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.227,385
72,UDP,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,192.168.100.4,90
73,UDP,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,192.168.100.4,172.16.29.3,212
74,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.227,172.16.29.3,60
75,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.227,172.16.29.3,618
76,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.227,172.16.29.3,85
77,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.227,54
78,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.227,85
79,HTTP,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,46.228.135.170,66
80,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.227,172.16.29.3,60
81,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.227,172.16.29.3,1058
82,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.227,172.16.29.3,85
83,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.227,54
84,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.227,172.16.29.3,93
85,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.227,93
86,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.227,172.16.29.3,60
87,HTTP,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,46.228.135.170,172.16.29.3,62
88,HTTP,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,46.228.135.170,54
89,HTTP,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,46.228.135.170,160
90,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,427
91,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,60
92,UDP,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,192.168.100.4,75
93,UDP,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,192.168.100.4,172.16.29.3,118
94,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.133,66
95,HTTP,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,46.228.135.170,172.16.29.3,60
96,HTTP,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,46.228.135.170,172.16.29.3,285
97,HTTP,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,46.228.135.170,54
98,HTTP,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,46.228.135.170,172.16.29.3,60
99,HTTP,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,46.228.135.170,54
100,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.133,172.16.29.3,66
101,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.133,54
102,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.133,631
103,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.133,172.16.29.3,60
104,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.133,172.16.29.3,266
105,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.133,118
106,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.133,140
107,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.133,1354
108,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.133,1354
109,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.133,1354
110,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.133,122
111,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.133,172.16.29.3,618
112,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.133,85
113,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.133,172.16.29.3,85
114,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.133,172.16.29.3,60
115,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.133,172.16.29.3,60
116,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.133,172.16.29.3,60
117,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.133,54
118,HTTP,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,46.228.135.170,172.16.29.3,60
119,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.133,172.16.29.3,872
120,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.133,172.16.29.3,128
121,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.133,54
122,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.133,172.16.29.3,85
123,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.133,172.16.29.3,93
124,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.133,54
125,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.18.133,93
126,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.18.133,172.16.29.3,60
127,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,74.125.133.189,172.16.29.3,572
128,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,74.125.133.189,54
129,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,293
130,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,317
131,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,54
132,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,93
133,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.234,93
134,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.234,172.16.29.3,60
135,UDP,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,192.168.100.4,74
136,UDP,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,192.168.100.4,172.16.29.3,90
137,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,66
138,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,66
139,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
140,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,630
141,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
142,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,266
143,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,118
144,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,140
145,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,560
146,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
147,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,618
148,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,85
149,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,85
150,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
151,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
152,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
153,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,66
154,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,66
155,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
156,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,630
157,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
158,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
159,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,266
160,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,118
161,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,140
162,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,1111
163,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,211
164,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
165,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,618
166,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,85
167,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
168,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
169,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,85
170,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,341
171,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1166
172,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
173,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,85
174,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,93
175,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
176,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,93
177,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
178,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
179,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,566
180,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,118
181,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
182,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,85
183,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,93
184,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
185,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,93
186,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,281
187,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
188,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
189,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
190,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
191,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
192,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
193,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1220
194,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
195,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
196,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
197,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
198,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
199,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
200,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
201,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
202,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
203,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
204,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
205,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
206,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
207,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
208,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
209,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
210,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
211,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
212,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
213,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1133
214,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
215,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
216,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
217,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
218,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
219,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
220,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
221,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
222,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
223,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
224,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
225,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
226,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
227,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
228,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
229,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
230,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
231,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
232,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
233,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
234,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
235,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
236,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
237,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
238,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,221
239,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
240,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,93
241,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,211
242,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
243,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
244,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,289
