Number,Protocol,Source MAC,Destination MAC,Source IP,Destination IP,Data Length (bytes)
972,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
973,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
974,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
975,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
976,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
977,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
978,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
979,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
980,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
981,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
982,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
983,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
984,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
985,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
986,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
987,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
988,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
989,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
990,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
991,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
992,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
993,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
994,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
995,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
996,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
997,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
998,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
999,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1000,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1001,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
1002,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1003,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1004,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1005,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1006,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1007,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
1008,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1009,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1010,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1011,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1012,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1013,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1014,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
1015,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1016,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1017,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1018,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1019,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1020,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1021,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1022,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1023,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1024,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
1025,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1026,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
1027,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1028,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1029,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1030,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1031,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1032,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1033,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1034,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1035,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1036,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1037,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
1038,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1039,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1050
1040,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
1041,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,93
1042,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
1043,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,254
1044,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
1045,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,602
1046,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,170
1047,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,60
1048,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1049,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,66
1050,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1051,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,66
1052,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1053,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1054,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,66
1055,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,66
1056,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1057,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1058,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,66
1059,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,66
1060,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1061,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,66
1062,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1063,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1064,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,66
1065,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,66
1066,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,1354
1067,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,66
1068,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,155
1069,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,54
1070,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,260
1071,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,66
1072,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,832
1073,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,66
1074,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,86
1075,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,66
1076,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,85
1077,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,66
1078,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,849
1079,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,66
1080,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,93
1081,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,66
1082,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,66
1083,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,424
1084,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,66
1085,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,579
1086,HTTPS,10:0b:a9:50:ad:58,84:d4:7e:cb:84:f6,172.16.29.3,172.217.169.228,427
1087,HTTPS,84:d4:7e:cb:84:f6,10:0b:a9:50:ad:58,172.217.169.228,172.16.29.3,66
